,summary,severity
3465,[javadoc][assist] Inappropriate completion proposals for javadoc at compilation unit level,minor
3466,getDeclaredType throws IllegalArgumentException for array types,major
3467,[package explorer] Assign Working Sets dialog should preserve check box setting,minor
3468,[quick fix] Dead code quick fix should remove unnecessary parentheses,minor
3469,[formatter] Formatter breaks indentation after unreachable code in SwitchStatement,minor
3470,[common navigator] action groups are not disposed,major
3471,[Formatter] FORMATTER_PRESERVE_EXISTING_LINE_BREAKS needs clarification,trivial
3472,"[quick fix] Quick fix suggests invalid List<Object> for ""instanceof List""",minor
3473,[quick fix] Dead code detection quick fix leaves behind the curly braces,minor
3474,Typo in Delete Working Set dialog: space before '?',trivial
3475,[package explorer] 'Working Set Assignments' dialog no longer sorted if new ws is created,minor
3476,[quick fix] Quick fix for a?b:c should also work for (a?b:c) and ((a?b:c)),minor
3477,Eclipse Cocoa x86_64 Segmentation Fault on 10.5.6,critical
3478,"Bogus build error ""Cannot nest"" xyz ""inside library""",critical
3480,NPE when using content assist in compare,major
3481,Deadlock in JavaRuntime.initializeVMs,critical
3482,NamingConventions creates wrong plural for name ending in <vowel>y,minor
3483,Deadlock in UserLibraryManager,critical
3485,[common navigator] Java EE perspective drag drop src folder onto its own project deletes src folder,major
3486,[compiler] Deadlock in static initializer of JDT classes,critical
3489,classElement.getAnnotation(...).value() returns null in some cases for String[] properties,minor
3491,Internal code must not use ICompilationUnit.applyTextEdit,major
3492,remove deprecated NamingConventions.VK_CONSTANT_FIELD,trivial
3493,"[quick fix] Wrong quick fixes for ""The type X is not visible""",minor
3494,[dnd] can no longer move a cu to a folder,major
3495,[block selection][projection] The block selection in Java editor does not  deselect area after cut operation,major
3496,[compare] Ctrl+O and other navigation commands broken in Java compare,major
3497,"improve Javadoc for ICompilationUnit.applyTextEdit(TextEdit, IProgressMonitor)",trivial
3498,"Popup ""Name Conflict"" unnecessary Focus",minor
3500,[content assist] Incorrect parameter autonaming when overriding method,minor
3501,Can't compile package-info.java from FindBugs with 3.5 Eclipse,major
3502,"Javadoc glitches in JavaCore#setComplianceOptions(String, Map)",trivial
3503,NPE when renaming a source folder,critical
3504,[compare] compare holds on to deleted compilation unit,major
3505,Remove LineBreakingReader,trivial
3506,AssertionFailedException resolving JavaProject classpath,critical
3508,[type wizards] Unusable mnemonic in New Java Class dialog,trivial
3509,Remove duplicate creation of comparator in WorkingSetConfigurationDialog,trivial
3510,"[search] AIOOBE in StringOperation.getPatternMatchingRegions(..) with pattern ""?*""",major
3512,[block selection][projection] Edits in folded regions have unexpected results,major
3513,[implementation] Cannot save a Java file that is not in on the Java build path,major
3514,[preferences] Java Editor one of project properties shouldn't show Restore Defaults/Apply buttons.,minor
3515,"Don't use ""(s)"" as placeholder for singular and plural",trivial
3516,[spell checking] Spell checker incorrectly flags some known words,trivial
3517,[1.5][compiler] code compiles correctly in 3.4.1 but gives compilation errors in 3.5M5,major
3518,"[jre] ""JRE System Library"" default not used properly after Java update (also with symbolic links)",major
3519,NameLookup.findPackageFragment returns very incorrect package fragments,major
3520,SourceMapper infinite loop on primitive type in generic,major
3521,leaking OpenTypeSelectionDialogs,major
3525,[content assist] Wrong post-qualification for constructor and anonymous type completion,minor
3526,eclipse-Automated-Tests-3.4.zip produces compile errors (build path?) with IBM JDK,critical
3527,[implementation] progress monitor in JUnitCore.findTestTypes not used,trivial
3528,[block selection][projection] copy paste does not work for unequal length selected text,major
3531,[build path] compiler settings properties page broken with J2SE-1.2 and JRE-1.1,major
3532,Labels on 'JRE' launch tab does not use sentence style,trivial
3533,[breakpoint][refactor]  Saving file causes refactored breakpoint to be removed,major
3534,[search] Rename of public method to toString() failed with internal error,major
3535,[1.6][compiler] Incorrectly report ambiguity of methods with generics,major
3536,Fast switch between source code tabs opens wrong tab,minor
3537,Add labels for compare *MergeViewers,trivial
3538,[jar exporter] Missing mnemonics in Runnable JAR File export wizard,trivial
3539,JDT debug model gets to bad state if conditional breakpoint calls method that has breakpoint,major
3540,[inline] Anonymous class using final parameter breaks method inlining.,minor
3541,Full Build triggered when using class folder on classpath and custom builder,major
3542,[1.5][compiler] eclipse-compiler diffs to javac - misses a bug with generic and wildcard,major
3543,[1.5][compiler] Java error in 3.5M6 that was not present in 3.4,major
3544,[perfs] No JDT/Core tests results in last baseline run,major
3545,Java model corrupt after switching target platform,critical
3546,[search] AIOOBE in StringOperation.getCamelCaseMatchingRegions,major
3549,Exceptions in ASTRewrite,major
3550,BreakpointsView-Group By sub-menu contains extra mnemonics,trivial
3551,[performance] ManifestAnalyzer is causing a 2x performance drop in the updating of classpath of JavaProjects in comparison with 3.4,major
3552,[perfs] Save very slow because DeltaProcessor#resourceChanged(..) resolves classpath,major
3553,"On any change, no matter how trivial, I get ""Hot Code Replace Failed""",major
3554,[formatter] Formatting repeats *} in javadoc,minor
3555,Edit and Remove buttons incorrectly enabled,minor
3556,[JUnit] unable to add JUnit library to build path if eclipse install has space in path,major
3558,"[toString] Typos in ""toString"" dialog help",trivial
3559,[toString] custom toString builder dialog should offer help,minor
3563,[content assist] does not work for nested anonymous type,minor
3564,org.eclipse.jdt.internal.core.util.KeyToSignature#consumeType() uses a method not available in J2SE-1.4 EE,trivial
3566,[1.5][compiler] Missing innerClass attribute for inner types used as type arguments,major
3567,Batch compiler writes log using default encoding instead of UTF-8,minor
3568,"Eclipse Compiler needs a compile dependency to a plug-in, but javac does not need that dependency",blocker
3570,[JUnit] classpath container doesn't pick up JUnit jars in shared installations,major
3572,[doc] Minor minor minor Javadoc bug: IRuntimeClasspathProvider,trivial
3573,"[content assist][preferences] 'Favorites > Edit' button opens dialog with title ""New ...""",trivial
3575,[hashcode/equals] New 3.5 feature not working: [hashcode/equals] Wizard should allow to specify that blocks should always be used,major
3578,[clean up] Add ISV doc for the clean up extension point,trivial
3579,Generics compile error,blocker
3581,[content assist] constructor completion should boost relevance of subtypes,major
3582,[quick fix] 'Remove static modifier' is not a possible solution for constants in interfaces,minor
3583,[quick assist] Remove extra parentheses not offered when cast present,minor
3584,"Methods overloaded with unavailable types worked in 3.4 but give ""indirectly referenced.."" error in 3.5",major
3585,rename 'Hierarchy' view to 'Type Hierarchy' view,trivial
3586,[formatter] Formatter with 'never join lines' produces extra level of indent,minor
3587,[junit] Wrong message when selecting a project in the JUnit dialog,trivial
3588,[nls tooling] Add 'Find Broken NLS Strings' to Tips & Tricks,trivial
3589,Editor isn't in sync with filesystem,major
3590,[rename] Rename/Refactor package breaks plugin.xml when pressing Back on Preview,major
3591,Tab width setting does NOT work.,critical
3592,[formatter] Format edited lines adds two new lines on each save,major
3593,[refactoring] enhance Javadoc of RefactoringWizard.performFinish() (was: Refactoring wizard remains open with enabled buttons after refactoring operation completes),trivial
3595,'Add JRE' dialog confused by canceled 'Add External JARs...' dialog,minor
3596,[assist] Problems during content assist - if project has empty zip file in classpath,major
3597,"[javadoc] ""Javadoc: Invalid reference"" warning for @link to Java package",major
3598,Stale code in CompilerOptions,minor
3600,[content assist] The extension took too long to return from the 'computeCompletionProposals()' operation,major
