,summary,severity
2916,"View > Feed Message Body As: incorrect/unexpected re-arrangement of grouped pref menus in 'Summary' mode (dominating feed layout pref should always remain at the top, per ux-visual-hierarchy)",minor
2917,"Attachment reminder's ""Remind me later"" button and ""From"" field have the same access key (Alt+R) (keyboard shortcut)",minor
2919,"Cursor jumps from Feeds Message List to Message Pane using Keyboard Shortcuts and ""Go"" Menu Items: [F] (""Go to Next Message"") and [N] (""Go to Next Unread"") for some messages having forms",minor
2920,"When draft is auto-saved for the first time, cursor jumps/moves to beginning of body text (first line, 1st character, position)",minor
2921,Thunderbird 3.0.3 on Windows 7 after import from Outlook Express on WinXP everything working but Get Mail to roadrunner pop does nothing,major
2925,"[Nokia Ovi Suite:ThunderbirdConnector] triggers heap corruption under [@free | ThunderbirdExtension+0x4200] and crashes on shutdown with ""Thunderbird has stopped working""",critical
2927,Scrollbar click scrolls two pages on occasions,minor
2928,address from LDAP contains wrong backslashes and quotes after composing new message,major
2930,Cant send mail,major
2931,Previously synchronized IMAP folders are not shown if Thunderbird cannot log in to the IMAP server. .msf files are missing,major
2932,"Thunderbird 2.0 to 3.0 upgrade deleted contents of RSS feed folders, colons (:), slash(/) in folder names on Mac OS X",critical
2933,libfreebl* are not in package-manifest.in,blocker
2934,Shredder layout needs to be align after Bug 538187,major
2938,"Semantic meaning for account manager strings was changed, without changing the entity names",major
2940,TB hangs on process print job -before print dialog window pops up,minor
2941,Missing Address Books Pane from View menu,minor
2942,"[autoconfig] Wrong error msg: Says ""Username or password invalid"", although it could be any kind of error (verifyConfig)",major
2944,Thunderbird frequently hangs on 64 bit version of Windows 7,critical
2945,Import function doesn't work and account synchronisation runs like a sherman tank: right atcha,major
2946,"crash  [@ memmove | nsTArray_base::ShiftData(unsigned int, unsigned int, unsigned int, unsigned int)] - [@ nsTArray<nsListenerStruct>::RemoveElementsAt] - [@ nsAutoTObserverArray<nsListenerStruct,2>::Clear]",critical
2947,"crash [@ memmove | nsTArray_base::ShiftData(unsigned int, unsigned int, unsigned int, unsigned int)] - [@ nsCSSStyleSheetInner::RemoveSheet]",critical
2948,crash [@ activateWindow],critical
2949,Unilever RSS feeds do not properly display in Thunderbird,major
2950,[autoconfig] guessConfig() only finds first AUTH method for SMTP,major
2951,"Thunderbird 3.0.4 upgrade POP3 new mail not retrieved even when ""get mail"" button is clicked",major
2953,"Clicking on Thunderbird when ""processing"" locks it up",critical
2954,[autoconfig] emailAddress param not sent to autoconfig server,major
2955,mbox file placed in Local folder is not identified automatically,major
2956,"Doubled message counts in dock *after* startup when login name contains a "".""",major
2957,Thunderbird 3.1b2pre (20100408) fails to start because of missing MSVCP80.dll,critical
2960,Ctrl+W - window closes and cannot be reopened,trivial
2962,print preview is broken,major
2963,Please provide an option to revert to the search in Thunderbird 2.0,major
2964,Composition I have NO font control in new version.,major
2965,Won't authenticate password for new account,major
2966,"Regression in Thunderbird 3, results in LDAP search can't be drag and drop to other address book",major
2967,"Lost images on forward, reply, send ( multipart/related[ multipart/alternative[ text/plain+text/html ] + image/jpeg ] )",major
2968,"Replace the ""Installing…"" text with ""Installed"" when the extension is installed.",trivial
2969,Message headers with large URLs causes buttons of UI to disappear off right end of screen.,minor
2973,"""Filters for"" window does not fully open reliably",trivial
2975,Thunderbird hangs when indexing mail. This problem disappears when Global Search and Indexing is switched off,critical
2976,Attachment not correctly displayed,major
2978,Mail disappearing from Inbox,major
2979,folderPane.js ftv_getRowProperties/ftv_getCellProperties disproportionately slow,major
2980,wrong email shown sometimes using IMAP folder - unmatched message body,major
2981,"I unloaded the Setup for Thunderbird, in English & Spanish and both stall (will not install)",critical
2983,from an email text going to an url on firefox freezes shredder,critical
2984,Thunderbird failed to restart during update process for 3.1b2,major
2985,Import 'Everything' of Outlook Express to existing T-Bird mailbox eliminates all existing mail in T-Bird Local Folders default folders,critical
2986,"Quick-search filter bar background appearance is hard coded, may not work well with desktop theme",trivial
2987,"When adding several contacts to a Mailing List, only the first name searched is found in the LDAP directory - error message ""LDAP server search problem""",major
2988,Profile suddenly lost,critical
2989,crash [@ nsThread::nsChainedEventQueue::PutEvent(nsIRunnable*)],critical
2991,crash [@ FinalizeObject],critical
2992,An error occurred sending mail: Unable to establish a secure link with SMTP server smtp.live.com using STARTTLS since it doesn't advertise that feature. Switch off STARTTLS for that server or contact your service provider.,major
2993,Update Thunderbird to work with the new add-ons manager,major
2994,growl crash [@ nsMessengerOSXIntegration::OnAlertClicked(unsigned short const*)],critical
2997,composing from draft email does not work when using IMAP,major
2998,"For users with vertical taskbar, side-scrolling error messages move slowly and cover the screen too long",trivial
3000,Cannot delete .rtf attachment files,minor
3001,crash during initial fetch from imap account [@ msg_parse_Header_addresses],critical
3002,"ALT+O access key for compose window's Format menu conflicts with contacts sidebar: Change ""Search f_o_r:"" label to ""Search Co_n_tacts""",minor
3003,Closing and reopening main Thunderbird window resets selected folder/quick filter bar,minor
3004,TLS connection to IMAP server does not prompt for client certificate password,major
3005,Make notifications work with KDE,minor
3007,New Migration Assistant does not honor Advanced IMAP Synchronization settings,major
3008,Zombie compose window the first time I hide the application while a message is being sent (Mac),minor
3010,I get messages indicating undeliverable mail and I KNOW for CERTAIN that the address is CORRECT,major
3012,security requirement for sending in Comcast Mail,major
3014,Can't open attachments of certain saved messages,minor
3015,New account wizard: window is cut off if you try to stop configuration test and start over,major
3016,"After resuming from standby, first composed message is missing the signature from networked drive",minor
3017,Can't add blank lines in Lists,minor
3018,web-page links in emails not opeing the web-page,major
3020,[Trunk] Cannot edit message / reply to message.,major
3021,"Attachments in attachment panel are not focusable (regression), thus completely inaccessible for keyboard users",major
3022,"profile not loading, getting prompted to create account",major
3023,Mouse over URL reports the displayed URL not the Actual URL,major
3024,qute theme: tabbar background shadow image not shown,trivial
3025,qute theme: tabbar background blocks lightweight theme image (with personas add-on not enabled),trivial
3026,another Misalignment in --help command line,trivial
3027,"missing config: ""View > Sort By > all"" in all-thunderbird.js (pref(""mail.ui.folderpane.view"", 0);)",minor
3028,Unexpected / new / undesired search behavior,major
3030,Thunderbid UI freezes when checking for new mail (IMAP server),major
3032,"Most of the mail tags disappear after upgrading Thunderbird 3.0 to 3.1 (also 3.0 to 3.0.x !). Now, they even get deleted after setting them sometimes",major
3033,Thunderbird 3.1 account list / folder pane slow to scroll on Mac,minor
3034,"crash [@ strstr | nsFileOutputStream::Write(char const*, unsigned int, unsigned int*)]",critical
3035,Wrong commandkey label Ctrl+G in Edit -> Find -> Find in this message vs. Find Again,minor
3037,can't subscribe to feeds without installing an email account,major
3039,Difficulty setting up POP account to some domains,major
3041,tb RSS feeds do not display,major
3042,Clicking unified Inbox folder causes 100% CPU usage & freeze,critical
3043,No browser launch,major
3044,Inactive tab has a shadow. Makes it harder to read.,trivial
3045,"Fails to close properly, excessive CPU usage",critical
3046,"Since upgrading to TB3.1, forwarding emails with attachments is broken",major
3047,crash if I want to delete one Email out of list,critical
